record_id,date,city,ward,road_name,latitude,longitude,rainfall_mm,humidity_percent,traffic_density_vph,road_age_years,vehicle_load_tons,drainage_quality_score,risk_label
RRA-03466,2025-12-13,Hyderabad,Uppal Ward,Uppal Road,17.402344,78.559828,10.62,48.92,1181.9,22.8,2.02,33.72,Medium
RRA-03467,2025-10-16,Hyderabad,Gachibowli Ward,Outer Ring Road,17.440367,78.379179,19.81,57.34,1057.9,11.2,16.78,21.41,Medium
RRA-03468,2025-05-11,Pune,Baner Ward,Baner Road,18.556905,73.774732,23.57,51.57,2208.4,6.4,6.85,70.82,Medium
RRA-03469,2025-02-25,Delhi,Dwarka Ward,NH48 Highway,28.58371,77.03922,4.43,48.44,2206.9,3.7,18.86,33.75,Medium
RRA-03470,2025-04-20,Pune,Baner Ward,Baner Road,18.5611,73.788386,10.82,48.55,1728.0,6.4,7.72,70.82,Low
RRA-03471,2025-08-12,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.900368,77.590716,42.75,65.81,1318.0,27.2,18.42,33.99,Critical
RRA-03472,2025-12-19,Mumbai,Andheri Ward,Western Express Highway,19.110522,72.844731,8.87,54.03,954.4,18.2,6.58,59.23,Low
RRA-03473,2025-08-17,Mumbai,Vashi Ward,Sion Panvel Highway,19.079435,72.987724,36.41,73.56,1511.3,15.5,13.61,64.06,High
RRA-03474,2025-06-17,Chennai,Teynampet Ward,Anna Salai,13.033236,80.242327,9.26,49.35,1611.2,26.0,17.44,24.53,High
RRA-03475,2025-03-03,Delhi,Nizamuddin Ward,Mathura Road,28.586733,77.250553,16.45,45.24,1800.5,15.6,10.88,61.4,Medium
RRA-03476,2025-02-15,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.417453,78.430479,7.6,35.97,2616.3,24.5,4.06,34.45,High
RRA-03477,2025-11-17,Delhi,Azadpur Ward,GT Karnal Road,28.713387,77.183652,4.71,45.7,,8.5,10.91,55.67,Low
RRA-03478,2025-07-01,Mumbai,Vashi Ward,Sion Panvel Highway,19.077748,72.997102,,84.85,1000.8,15.5,38.62,64.06,Critical
RRA-03479,2025-02-22,Delhi,Azadpur Ward,GT Karnal Road,28.717452,77.176782,17.59,55.79,2266.8,8.5,16.43,55.67,Medium
RRA-03480,2025-09-05,Delhi,Nizamuddin Ward,Mathura Road,28.576737,77.253525,30.74,58.31,918.0,15.6,5.97,61.4,Medium
RRA-03481,2025-12-02,Delhi,Dwarka Ward,NH48 Highway,28.595111,77.051252,9.89,46.33,1317.1,3.7,9.86,33.75,Low
RRA-03482,2025-06-08,Mumbai,Thane Ward,Ghodbunder Road,19.240425,72.977201,55.47,81.47,1655.0,18.8,14.98,60.54,Critical
RRA-03483,2025-02-11,Chennai,Tambaram Ward,GST Road,12.914526,80.092207,13.68,48.79,1024.0,27.5,16.9,8.73,High
RRA-03484,2025-05-13,Delhi,Dwarka Ward,NH48 Highway,28.599088,77.047441,14.89,47.61,1982.6,3.7,10.34,33.75,Medium
RRA-03485,2025-03-11,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.904703,80.22949,7.3,58.8,1822.6,8.9,11.32,46.95,Medium
RRA-03486,2025-02-27,Chennai,Koyambedu Ward,Poonamallee High Road,13.079567,80.194496,8.79,41.31,341.5,2.5,11.92,52.88,Low
RRA-03487,2025-11-10,Mumbai,Andheri Ward,Western Express Highway,19.11215,72.858579,18.74,49.54,1377.2,18.2,18.74,59.23,Medium
RRA-03488,2025-12-25,Chennai,Koyambedu Ward,Poonamallee High Road,13.062996,80.189197,19.39,68.34,695.4,2.5,15.28,52.88,Low
RRA-03489,2025-12-09,Hyderabad,Gachibowli Ward,Outer Ring Road,17.448964,78.381311,13.86,55.46,1391.1,11.2,3.17,21.41,Low
RRA-03490,2025-08-06,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.45738,73.862867,31.54,64.71,1741.1,27.9,8.35,10.35,Critical
RRA-03491,2025-02-17,Mumbai,Thane Ward,Ghodbunder Road,19.238364,72.982341,,47.86,2698.7,18.8,11.89,60.54,High
RRA-03492,2025-08-16,Mumbai,Ghatkopar Ward,LBS Marg,19.075518,72.918056,33.67,72.54,860.5,8.0,3.57,64.75,Low
RRA-03493,2025-06-27,Chennai,Teynampet Ward,Anna Salai,13.034983,80.249758,11.29,51.62,1945.4,26.0,10.96,24.53,High
RRA-03494,2025-02-08,Mumbai,Malad Ward,Link Road,19.192972,72.845991,6.16,52.97,1791.5,27.8,22.46,34.41,High
RRA-03495,2025-09-11,Mumbai,Chembur Ward,Eastern Express Highway,19.047421,72.890562,22.75,52.21,517.4,22.7,26.21,49.17,High
RRA-03496,2025-11-03,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.446864,73.861752,13.51,44.41,3822.4420916393938,27.9,17.73,10.35,High
RRA-03497,2025-06-12,Mumbai,Thane Ward,Ghodbunder Road,19.231912,72.986104,56.34,81.16,1040.6,18.8,6.49,60.54,High
RRA-03498,2025-03-07,Delhi,Dwarka Ward,NH48 Highway,28.592847,77.04658,33.07,62.03,1725.2,3.7,7.78,33.75,Medium
RRA-03499,2025-05-23,Chennai,Neelankarai Ward,East Coast Road,12.954201,80.259387,17.58,58.67,,26.6,12.92,44.7,High
RRA-03500,2025-04-14,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.594725,77.160422,5.29,45.25,2093.2,27.2,6.65,32.72,High
RRA-03501,2025-09-27,Pune,Vadgaon Sheri Ward,Nagar Road,18.563015,73.917684,9.55,59.45,1490.5,27.7,9.63,20.82,High
RRA-03502,2025-06-11,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.901613,80.222744,15.23,58.14,649.1,8.9,9.45,46.95,Low
RRA-03503,2025-11-23,Bangalore,Whitefield Ward,Whitefield Main Road,12.957533,77.755286,12.22,54.87,1180.2,9.0,9.67,34.76,Low
RRA-03504,2025-02-13,Hyderabad,Gachibowli Ward,Outer Ring Road,17.45121,78.376985,15.62,64.45,1378.7,11.2,4.25,21.41,Medium
RRA-03505,2025-12-05,Bangalore,Peenya Ward,Tumkur Road,13.016817,77.518847,19.32,,1891.5,7.4,8.72,84.46,Low
RRA-03506,2025-12-18,Bangalore,Kengeri Ward,Mysore Road,12.901494,77.478699,7.48,53.72,1525.4,10.9,15.99,33.33,Medium
RRA-03507,2025-08-21,Delhi,Laxmi Nagar Ward,Vikas Marg,28.621202,77.281116,27.55,57.2,2024.0,9.6,27.16,24.48,High
RRA-03508,2025-02-20,Mumbai,Vashi Ward,Sion Panvel Highway,19.080076,73.001702,5.73,,,15.5,17.26,64.06,Low
RRA-03509,2025-03-21,Chennai,Teynampet Ward,Anna Salai,13.041227,80.248422,7.13,50.51,608.6,26.0,9.82,24.53,Medium
RRA-03510,2025-05-23,Bangalore,Marathahalli Ward,Outer Ring Road,12.956249,77.702786,14.37,57.74,1439.0,15.6,14.64,54.34,Medium
RRA-03511,2025-03-03,Bangalore,Bellandur Ward,Sarjapur Road,12.912371,77.686007,9.72,62.44,1178.3,21.0,5.39,33.19,Medium
RRA-03512,2025-06-08,Bangalore,Peenya Ward,Tumkur Road,13.028124,77.520179,31.46,69.51,,7.4,10.0,84.46,Low
RRA-03513,2025-10-31,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.423938,78.471826,9.83,48.77,1098.0,22.2,23.04,26.42,High
RRA-03514,2025-06-13,Mumbai,Andheri Ward,Western Express Highway,19.109673,72.845975,60.2,,881.6,18.2,15.34,59.23,Critical
RRA-03515,2025-09-26,Mumbai,Andheri Ward,Western Express Highway,19.119711,72.851181,12.42,51.65,1966.9,18.2,12.45,59.23,Medium
RRA-03516,2025-06-02,Delhi,Dwarka Ward,NH48 Highway,28.588225,77.045979,28.11,74.01,1076.1,3.7,9.23,33.75,Medium
RRA-03517,2025-11-22,Bangalore,Marathahalli Ward,Outer Ring Road,12.954767,77.706498,5.07,53.35,1144.5,15.6,8.32,54.34,Low
RRA-03518,2025-11-02,Bangalore,Peenya Ward,Tumkur Road,13.027564,77.517103,12.4,52.58,147.3,7.4,10.99,84.46,Low
RRA-03519,2025-06-26,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.895475,80.233914,12.0,49.04,1346.5,8.9,9.64,46.95,Low
RRA-03520,2025-08-18,Bangalore,Peenya Ward,Tumkur Road,13.030718,77.51805,26.34,56.45,726.0,7.4,6.03,84.46,Low
RRA-03521,2025-04-06,Hyderabad,Gachibowli Ward,Outer Ring Road,17.450252,78.366164,6.25,51.54,578.5,11.2,15.19,21.41,Low
RRA-03522,2025-04-14,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.424273,78.48036,7.82,37.75,795.3,22.2,8.52,26.42,Medium
RRA-03523,2025-01-12,Mumbai,Chembur Ward,Eastern Express Highway,19.041381,72.899993,11.6,52.6,2330.8,22.7,10.21,49.17,High
RRA-03524,2025-07-07,Chennai,Tambaram Ward,GST Road,12.929601,80.100906,6.41,46.62,1194.5,27.5,9.43,8.73,High
RRA-03525,2025-05-21,Mumbai,Malad Ward,Link Road,19.192097,72.852248,47.07,68.88,2008.5,27.8,8.78,34.41,Critical
RRA-03526,2025-07-01,Bangalore,Marathahalli Ward,Outer Ring Road,12.954263,77.708933,34.7,61.81,1631.3,15.6,24.05,54.34,High
RRA-03527,2025-01-30,Mumbai,Malad Ward,Link Road,19.176261,72.845486,6.46,,2224.9,27.8,18.66,34.41,Critical
RRA-03528,2025-01-19,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.426586,78.471269,6.38,50.48,1318.5,22.2,11.08,26.42,Medium
RRA-03529,2025-02-11,Bangalore,Electronic City Ward,Hosur Road,12.848547,77.645046,7.86,49.56,1479.8,3.2,22.48,45.63,Low
RRA-03530,2025-08-28,Mumbai,Chembur Ward,Eastern Express Highway,19.059655,72.89786,25.74,,,22.7,8.72,49.17,Medium
RRA-03531,2025-06-26,Delhi,Nangloi Ward,Rohtak Road,28.683731,77.051691,39.45,57.49,1697.5,7.7,9.15,55.52,Medium
RRA-03532,2025-11-02,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.455217,73.86469,5.97,37.1,1902.0,27.9,16.93,10.35,Critical
RRA-03533,2025-08-04,Pune,Baner Ward,Baner Road,18.555183,73.791641,31.87,61.55,109.3,6.4,16.53,70.82,Low
RRA-03534,2025-08-17,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.425474,78.479762,31.4,65.63,1602.5,22.2,17.02,26.42,Critical
RRA-03535,2025-11-05,Delhi,Nangloi Ward,Rohtak Road,28.68475,77.058353,5.72,55.47,1370.7,7.7,13.66,55.52,Low
RRA-03536,2025-06-10,Pune,Bibwewadi Ward,Pune Satara Road,18.462031,73.863522,38.01,74.3,814.7,27.2,9.62,53.6,High
RRA-03537,2025-06-15,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.42653,78.473781,20.43,64.61,1368.1,22.2,10.02,26.42,High
RRA-03538,2025-06-16,Mumbai,Vashi Ward,Sion Panvel Highway,19.083926,72.997704,59.04,85.52,,15.5,,64.06,High
RRA-03539,2025-09-02,Mumbai,Andheri Ward,Western Express Highway,19.130509,72.836562,26.07,53.07,418.6,18.2,8.59,59.23,Medium
RRA-03540,2025-12-08,Mumbai,Chembur Ward,Eastern Express Highway,19.050067,72.887073,7.96,53.36,942.5,22.7,6.14,49.17,Medium
RRA-03541,2025-01-07,Mumbai,Bandra Ward,SV Road,19.065694,72.836125,9.99,60.11,,13.0,22.27,25.17,High
RRA-03542,2025-04-08,Bangalore,Bellandur Ward,Sarjapur Road,12.917159,77.692677,4.22,51.51,2173.1,21.0,22.56,33.19,High
RRA-03543,2025-06-04,Pune,Baner Ward,Baner Road,18.556177,73.778906,34.77,70.13,1902.4,6.4,16.58,70.82,Medium
RRA-03544,2025-02-22,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.9007,80.232475,4.89,52.88,1163.0,8.9,16.93,46.95,Low
RRA-03545,2025-09-09,Mumbai,Bandra Ward,SV Road,19.052584,72.836254,17.51,60.18,1135.4,13.0,14.16,25.17,Medium
RRA-03546,2025-06-29,Bangalore,Peenya Ward,Tumkur Road,13.019177,77.519714,46.71,,978.7,7.4,18.39,84.46,Medium
RRA-03547,2025-05-12,Hyderabad,Gachibowli Ward,Outer Ring Road,17.443573,78.386251,13.19,46.53,1418.4,11.2,7.99,21.41,Medium
RRA-03548,2025-05-31,Bangalore,Kengeri Ward,Mysore Road,12.911092,77.490022,21.65,51.77,2274.7,10.9,8.58,33.33,Medium
RRA-03549,2025-09-07,Bangalore,Electronic City Ward,Hosur Road,12.860678,77.662687,31.92,60.8,517.3,3.2,11.2,45.63,Low
RRA-03550,2025-05-21,Bangalore,Marathahalli Ward,Outer Ring Road,12.960486,77.697834,18.67,51.98,178.6,15.6,8.28,54.34,Low
RRA-03551,2025-10-20,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.587678,77.166321,9.88,59.15,2181.1,27.2,30.45,32.72,Critical
RRA-03552,2025-07-31,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.890662,80.227979,9.9,46.37,1264.8,8.9,12.43,46.95,Low
RRA-03553,2025-05-08,Mumbai,Thane Ward,Ghodbunder Road,19.239911,72.979331,36.19,72.52,1094.9,18.8,13.53,60.54,High
RRA-03554,2025-08-09,Bangalore,Kengeri Ward,Mysore Road,12.918303,77.483411,32.0,67.74,1678.3,10.9,12.16,33.33,High
RRA-03555,2025-04-18,Delhi,Nangloi Ward,Rohtak Road,28.696235,77.058968,15.69,56.68,1878.6,7.7,6.69,55.52,Low
RRA-03556,2025-10-01,Delhi,Dwarka Ward,NH48 Highway,28.596699,77.045143,16.35,52.73,571.4,3.7,16.93,33.75,Low
RRA-03557,2025-05-26,Pune,Vadgaon Sheri Ward,Nagar Road,18.555718,73.909271,22.74,60.21,544.3,27.7,6.92,20.82,High
RRA-03558,2025-04-17,Mumbai,Malad Ward,Link Road,19.187662,72.848837,18.73,52.42,1996.3,27.8,16.3,34.41,Critical
RRA-03559,2025-09-19,Mumbai,Ghatkopar Ward,LBS Marg,19.07924,72.911875,13.42,48.55,1912.5,8.0,28.39,64.75,Medium
RRA-03560,2025-07-16,Mumbai,Bandra Ward,SV Road,19.067359,72.828566,59.4,80.97,1980.8,13.0,8.81,25.17,Critical
RRA-03561,2025-09-17,Bangalore,Whitefield Ward,Whitefield Main Road,12.958928,77.744296,,66.81,,9.0,8.6,34.76,Medium
RRA-03562,2025-01-29,Pune,Baner Ward,Baner Road,18.551643,73.789148,10.78,59.0,652.3,6.4,13.1,70.82,Low
RRA-03563,2025-02-08,Mumbai,Malad Ward,Link Road,19.184628,72.850913,8.88,48.17,3272.3,27.8,6.98,34.41,Critical
RRA-03564,2025-11-17,Delhi,Nangloi Ward,Rohtak Road,28.677323,77.03936,9.04,61.38,540.5,7.7,8.81,55.52,Low
RRA-03565,2025-08-15,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.405728,78.487346,39.3,75.47,1060.2,22.2,19.11,26.42,Critical
RRA-03566,2025-12-23,Pune,Bibwewadi Ward,Pune Satara Road,18.457902,73.863535,18.97,64.17,1490.9,27.2,11.76,53.6,High
RRA-03567,2025-05-18,Bangalore,Marathahalli Ward,Outer Ring Road,12.966208,77.713464,24.07,60.9,1515.6,15.6,12.45,54.34,Medium
RRA-03568,2025-08-16,Mumbai,Ghatkopar Ward,LBS Marg,19.090611,72.909845,44.44,80.91,1530.5,8.0,9.32,64.75,Medium
RRA-03569,2025-03-13,Mumbai,Bandra Ward,SV Road,19.042016,72.837152,10.67,44.55,1432.9,13.0,14.64,25.17,Medium
RRA-03570,2025-12-17,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.590671,77.164038,3.27,39.47,1451.8,27.2,2.0,32.72,Medium
RRA-03571,2025-05-08,Delhi,Nizamuddin Ward,Mathura Road,28.588933,77.250673,,42.86,915.4,15.6,13.54,61.4,Low
RRA-03572,2025-06-19,Delhi,Azadpur Ward,GT Karnal Road,28.719434,77.170958,31.46,63.35,1299.3,8.5,7.98,55.67,Medium
RRA-03573,2025-08-19,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.429572,78.487743,42.18,59.84,492.7,22.2,13.61,26.42,High
RRA-03574,2025-02-11,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.424439,78.438575,8.98,44.05,794.9,24.5,12.59,34.45,Medium
RRA-03575,2025-12-26,Bangalore,Kengeri Ward,Mysore Road,12.910842,77.482551,5.14,48.05,1936.6,10.9,14.38,33.33,Medium
RRA-03576,2025-01-05,Pune,Baner Ward,Baner Road,18.560137,73.790503,5.29,59.77,2102.9,6.4,7.42,70.82,Low
RRA-03577,2025-10-08,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.905633,80.231963,31.48,61.33,1128.6,8.9,6.68,46.95,Medium
RRA-03578,2025-10-23,Chennai,Teynampet Ward,Anna Salai,13.047824,80.236574,34.74,69.76,1130.3,26.0,16.93,24.53,Critical
RRA-03579,2025-03-10,Mumbai,Chembur Ward,Eastern Express Highway,19.050382,72.900551,19.49,57.69,1168.2,22.7,21.38,49.17,High
RRA-03580,2025-11-12,Chennai,Neelankarai Ward,East Coast Road,12.963249,80.243423,31.85,70.5,1275.7,26.6,4.14,44.7,High
RRA-03581,2025-07-11,Pune,Vadgaon Sheri Ward,Nagar Road,18.556465,73.916695,43.75,73.05,2593.6,27.7,18.75,20.82,Critical
RRA-03582,2025-09-26,Bangalore,Peenya Ward,Tumkur Road,13.031744,77.518702,10.36,,1111.3,7.4,17.93,84.46,Low
RRA-03583,2025-08-22,Chennai,Koyambedu Ward,Poonamallee High Road,13.068856,80.194031,18.27,53.77,1033.4,2.5,9.23,52.88,Low
RRA-03584,2025-02-20,Mumbai,Malad Ward,Link Road,19.193671,72.862513,7.6,47.39,344.8,27.8,4.43,34.41,Medium
RRA-03585,2025-01-17,Mumbai,Malad Ward,Link Road,19.184306,72.845625,25.4,57.41,546.5,27.8,9.18,34.41,High
RRA-03586,2025-08-16,Bangalore,Kengeri Ward,Mysore Road,12.909078,77.479125,29.03,65.33,1253.3,10.9,12.75,33.33,Medium
RRA-03587,2025-08-19,Delhi,Nizamuddin Ward,Mathura Road,28.594774,77.261388,30.03,62.26,674.9,15.6,17.88,61.4,Medium
RRA-03588,2025-04-22,Hyderabad,Gachibowli Ward,Outer Ring Road,17.437485,78.384385,13.34,50.63,1480.9,11.2,14.39,21.41,Medium
RRA-03589,2025-05-13,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.595621,77.165749,12.98,54.72,1112.1,27.2,21.57,32.72,High
RRA-03590,2025-03-22,Mumbai,Ghatkopar Ward,LBS Marg,19.099093,72.902099,8.11,58.55,1534.2,8.0,12.95,64.75,Low
RRA-03591,2025-05-31,Bangalore,Whitefield Ward,Whitefield Main Road,12.97038,77.753503,17.52,52.35,1278.5,9.0,12.19,34.76,Medium
RRA-03592,2025-11-05,Bangalore,Marathahalli Ward,Outer Ring Road,12.954339,77.706592,9.52,45.98,1085.4,15.6,10.48,54.34,Low
RRA-03593,2025-03-05,Chennai,Neelankarai Ward,East Coast Road,12.958118,80.255282,6.75,38.75,,26.6,10.81,44.7,Medium
RRA-03594,2025-05-05,Mumbai,Chembur Ward,Eastern Express Highway,19.037541,72.899377,33.82,68.88,1001.4,22.7,12.07,49.17,High
RRA-03595,2025-03-12,Chennai,Teynampet Ward,Anna Salai,13.034618,80.233732,12.96,59.46,1466.5,26.0,13.2,24.53,High
RRA-03596,2025-10-22,Mumbai,Chembur Ward,Eastern Express Highway,19.052203,72.898262,12.37,55.35,1789.5,22.7,17.16,49.17,High
RRA-03597,2025-01-27,Bangalore,Kengeri Ward,Mysore Road,12.908002,77.491998,4.52,54.45,1613.0,10.9,6.45,33.33,Low
RRA-03598,2025-03-01,Chennai,Koyambedu Ward,Poonamallee High Road,13.067897,80.189127,6.83,51.54,792.5,2.5,13.53,52.88,Low
RRA-03599,2025-11-23,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.421759,78.470473,9.93,56.16,2503.1,22.2,7.32,26.42,High
RRA-03600,2025-06-13,Chennai,Koyambedu Ward,Poonamallee High Road,13.067354,80.202872,3.45,50.05,1559.4,2.5,5.84,52.88,Low
RRA-03601,2025-11-26,Mumbai,Thane Ward,Ghodbunder Road,19.238175,72.977601,6.29,33.35,1844.8,18.8,18.34,60.54,Medium
RRA-03602,2025-07-09,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.417603,78.436122,41.42,76.28,3534.2,24.5,12.66,34.45,Critical
RRA-03603,2025-12-11,Pune,Vadgaon Sheri Ward,Nagar Road,18.552407,73.908585,4.1,54.19,715.1,27.7,14.1,20.82,High
RRA-03604,2025-02-11,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.594608,77.170546,10.26,62.77,962.3,27.2,17.01,32.72,High
RRA-03605,2025-05-03,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.907656,80.222205,6.86,50.14,,8.9,3.6,46.95,Low
RRA-03606,2025-01-10,Bangalore,Peenya Ward,Tumkur Road,13.016349,77.518838,10.79,55.5,456.7,7.4,16.03,84.46,Low
RRA-03607,2025-10-17,Chennai,Teynampet Ward,Anna Salai,13.044136,80.247792,34.6,57.38,1451.5,26.0,14.09,24.53,Critical
RRA-03608,2025-02-20,Chennai,Koyambedu Ward,Poonamallee High Road,13.06778,80.192294,9.63,39.07,2555.6,2.5,16.16,52.88,Medium
RRA-03609,2025-02-22,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.905788,77.596385,9.92,51.86,2717.2,27.2,10.37,33.99,Critical
RRA-03610,2025-12-25,Delhi,Nizamuddin Ward,Mathura Road,28.591929,77.247076,20.56,62.26,2482.9,15.6,2.46,61.4,Medium
RRA-03611,2025-01-19,Pune,Baner Ward,Baner Road,18.55729,73.787529,7.4,49.39,1129.2,6.4,6.06,70.82,Low
RRA-03612,2025-08-13,Delhi,Laxmi Nagar Ward,Vikas Marg,28.631097,77.269642,41.54,63.71,,9.6,15.14,24.48,Medium
RRA-03613,2025-10-15,Bangalore,HAL Ward,Old Airport Road,12.964055,77.639411,11.21,53.56,710.4,5.6,11.76,58.83,Low
RRA-03614,2025-01-06,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.906997,77.589305,3.07,48.91,2529.1,27.2,7.47,33.99,High
RRA-03615,2025-12-12,Bangalore,Electronic City Ward,Hosur Road,12.834528,77.662118,9.26,52.98,1576.3,3.2,16.88,45.63,Low
RRA-03616,2025-10-26,Pune,Vadgaon Sheri Ward,Nagar Road,18.544229,73.919406,4.35,50.47,525.4,27.7,6.03,20.82,Medium
RRA-03617,2025-08-15,Bangalore,Marathahalli Ward,Outer Ring Road,12.958746,77.707733,33.44,64.88,3002.2,15.6,18.68,54.34,Critical
RRA-03618,2025-04-09,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.411257,78.441414,11.09,,368.6,24.5,14.72,34.45,Medium
RRA-03619,2025-01-23,Mumbai,Bandra Ward,SV Road,19.065318,72.822155,10.01,46.81,1018.0,13.0,9.19,25.17,Medium
RRA-03620,2025-01-08,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.415192,78.437318,5.98,33.21,2951.7,24.5,12.16,34.45,High
RRA-03621,2025-04-26,Bangalore,Whitefield Ward,Whitefield Main Road,12.979427,77.753754,20.13,49.06,1032.0,9.0,8.61,34.76,Low
RRA-03622,2025-03-22,Chennai,Teynampet Ward,Anna Salai,13.042996,80.238782,3.88,49.55,1274.5,26.0,13.01,24.53,High
RRA-03623,2025-04-14,Mumbai,Bandra Ward,SV Road,19.070422,72.84105,23.01,52.24,1917.4,13.0,4.65,25.17,Medium
RRA-03624,2025-06-14,Delhi,Nizamuddin Ward,Mathura Road,28.580412,77.250654,30.1,56.67,1794.0,15.6,21.13,61.4,High
RRA-03625,2025-10-28,Hyderabad,Uppal Ward,Uppal Road,17.410059,78.557508,10.56,50.75,2419.2,22.8,23.37,33.72,Critical
RRA-03626,2025-03-20,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.900664,77.591305,9.68,54.05,2850.8,27.2,17.22,33.99,Critical
RRA-03627,2025-06-12,Hyderabad,Gachibowli Ward,Outer Ring Road,17.458898,78.376321,26.78,64.97,3344.2,11.2,14.46,21.41,Critical
RRA-03628,2025-04-18,Chennai,Neelankarai Ward,East Coast Road,12.953697,80.253939,3.51,46.56,1506.9,26.6,6.6,44.7,Medium
RRA-03629,2025-03-02,Delhi,Laxmi Nagar Ward,Vikas Marg,28.637827,77.274435,6.52,51.83,1886.2,9.6,19.21,24.48,Medium
RRA-03630,2025-05-11,Bangalore,Electronic City Ward,Hosur Road,12.846362,77.658842,11.22,48.88,1128.5,3.2,13.42,45.63,Low
RRA-03631,2025-06-10,Delhi,Dwarka Ward,NH48 Highway,28.5881,77.041652,27.96,63.11,1612.6,3.7,40.52,33.75,High
RRA-03632,2025-09-01,Mumbai,Andheri Ward,Western Express Highway,19.115196,72.845003,28.03,58.14,990.0,18.2,5.7,59.23,Medium
RRA-03633,2025-03-10,Mumbai,Ghatkopar Ward,LBS Marg,19.086497,72.917314,13.13,49.78,1746.0,8.0,4.31,64.75,Low
RRA-03634,2025-12-03,Chennai,Teynampet Ward,Anna Salai,13.036283,80.248227,30.13,56.7,926.4,26.0,10.95,24.53,High
RRA-03635,2025-02-05,Bangalore,Electronic City Ward,Hosur Road,12.84903,77.654929,11.52,44.78,2994.5,3.2,7.03,45.63,Medium
RRA-03636,2025-08-21,Bangalore,HAL Ward,Old Airport Road,12.960351,77.646951,30.52,69.31,3855.2070967664376,5.6,13.41,58.83,Medium
RRA-03637,2025-10-04,Bangalore,Kengeri Ward,Mysore Road,12.909377,77.483496,12.22,54.33,1962.6,10.9,10.6,33.33,Medium
RRA-03638,2025-04-24,Bangalore,Electronic City Ward,Hosur Road,12.843427,77.659639,8.65,48.63,1823.4,3.2,15.52,45.63,Low
RRA-03639,2025-05-08,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.909072,77.6016,17.0,63.7,1064.8,27.2,12.7,33.99,High
RRA-03640,2025-02-28,Bangalore,Bellandur Ward,Sarjapur Road,12.905383,77.683339,6.85,49.55,772.8,21.0,26.65,33.19,Medium
RRA-03641,2025-05-24,Mumbai,Bandra Ward,SV Road,19.061975,72.823808,45.51,61.32,610.6,13.0,16.64,25.17,High
RRA-03642,2025-06-18,Bangalore,Peenya Ward,Tumkur Road,13.02213,77.518479,38.77,60.64,1254.7,7.4,10.37,84.46,Medium
RRA-03643,2025-02-03,Chennai,Koyambedu Ward,Poonamallee High Road,13.072162,80.192633,6.49,52.21,1084.3,2.5,18.28,52.88,Low
RRA-03644,2025-06-29,Bangalore,Kengeri Ward,Mysore Road,12.901715,77.481871,33.77,70.01,941.6,10.9,26.23,33.33,High
RRA-03645,2025-10-24,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.411082,78.435002,8.22,54.63,774.2,24.5,10.21,34.45,Medium
RRA-03646,2025-08-08,Mumbai,Bandra Ward,SV Road,19.058834,72.828395,44.45,,1537.3,13.0,10.85,25.17,High
RRA-03647,2025-07-02,Pune,Bibwewadi Ward,Pune Satara Road,18.466163,73.85248,38.35,57.75,1387.9,27.2,9.89,53.6,High
RRA-03648,2025-11-29,Chennai,Teynampet Ward,Anna Salai,13.038207,80.249883,27.57,47.9,1753.2,26.0,11.77,24.53,High
RRA-03649,2025-12-21,Mumbai,Andheri Ward,Western Express Highway,19.110708,72.842624,6.82,,1505.3,18.2,16.28,59.23,Medium
RRA-03650,2025-05-13,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.419204,78.47418,10.19,54.91,267.0,22.2,6.21,26.42,Medium
